total_steps,id_cliente,fecha
11768,2022484408,2016-05-04
11895,2022484408,2016-05-05
10227,2022484408,2016-05-06
6708,2022484408,2016-05-07
3292,2022484408,2016-05-08
13379,2022484408,2016-05-09
12798,2022484408,2016-05-10
13272,2022484408,2016-05-11
9117,2022484408,2016-05-12
4414,2026352035,2016-04-12
4993,2026352035,2016-04-13
3335,2026352035,2016-04-14
3821,2026352035,2016-04-15
2547,2026352035,2016-04-16
838,2026352035,2016-04-17
3325,2026352035,2016-04-18
2424,2026352035,2016-04-19
7222,2026352035,2016-04-20
2467,2026352035,2016-04-21
2915,2026352035,2016-04-22
12357,2026352035,2016-04-23
3490,2026352035,2016-04-24
6017,2026352035,2016-04-25
5933,2026352035,2016-04-26
6088,2026352035,2016-04-27
6375,2026352035,2016-04-28
7604,2026352035,2016-04-29
4729,2026352035,2016-04-30
3609,2026352035,2016-05-01
7018,2026352035,2016-05-02
5992,2026352035,2016-05-03
6564,2026352035,2016-05-04
12167,2026352035,2016-05-05
8198,2026352035,2016-05-06
4193,2026352035,2016-05-07
5528,2026352035,2016-05-08
10685,2026352035,2016-05-09
254,2026352035,2016-05-10
8580,2026352035,2016-05-11
8891,2026352035,2016-05-12
10725,2320127002,2016-04-12
7275,2320127002,2016-04-13
3973,2320127002,2016-04-14
5205,2320127002,2016-04-15
5057,2320127002,2016-04-16
6198,2320127002,2016-04-17
6559,2320127002,2016-04-18
5997,2320127002,2016-04-19
7192,2320127002,2016-04-20
3404,2320127002,2016-04-21
5583,2320127002,2016-04-22
5079,2320127002,2016-04-23
4165,2320127002,2016-04-24
3588,2320127002,2016-04-25
3409,2320127002,2016-04-26
1715,2320127002,2016-04-27
1532,2320127002,2016-04-28
924,2320127002,2016-04-29
4571,2320127002,2016-04-30
772,2320127002,2016-05-01
3634,2320127002,2016-05-02
7443,2320127002,2016-05-03
1201,2320127002,2016-05-04
5202,2320127002,2016-05-05
4878,2320127002,2016-05-06
7379,2320127002,2016-05-07
5161,2320127002,2016-05-08
3090,2320127002,2016-05-09
6227,2320127002,2016-05-10
6424,2320127002,2016-05-11
2661,2320127002,2016-05-12
10113,2347167796,2016-04-12
10352,2347167796,2016-04-13
10129,2347167796,2016-04-14
10465,2347167796,2016-04-15
22244,2347167796,2016-04-16
5472,2347167796,2016-04-17
8247,2347167796,2016-04-18
6711,2347167796,2016-04-19
10999,2347167796,2016-04-20
10080,2347167796,2016-04-21
7804,2347167796,2016-04-22
16901,2347167796,2016-04-23
9471,2347167796,2016-04-24
9482,2347167796,2016-04-25
5980,2347167796,2016-04-26
11423,2347167796,2016-04-27
5439,2347167796,2016-04-28
42,2347167796,2016-04-29
8796,2873212765,2016-04-12
7618,2873212765,2016-04-13
7910,2873212765,2016-04-14
8482,2873212765,2016-04-15
9685,2873212765,2016-04-16
2524,2873212765,2016-04-17
7762,2873212765,2016-04-18
7948,2873212765,2016-04-19
9202,2873212765,2016-04-20
8859,2873212765,2016-04-21
7286,2873212765,2016-04-22
9317,2873212765,2016-04-23
6873,2873212765,2016-04-24
7373,2873212765,2016-04-25
8242,2873212765,2016-04-26
3516,2873212765,2016-04-27
7913,2873212765,2016-04-28
7365,2873212765,2016-04-29
8452,2873212765,2016-04-30
7399,2873212765,2016-05-01
7525,2873212765,2016-05-02
7412,2873212765,2016-05-03
8278,2873212765,2016-05-04
8314,2873212765,2016-05-05
7063,2873212765,2016-05-06
4940,2873212765,2016-05-07
8168,2873212765,2016-05-08
7726,2873212765,2016-05-09
8275,2873212765,2016-05-10
6440,2873212765,2016-05-11
7566,2873212765,2016-05-12
4747,3372868164,2016-04-12
9715,3372868164,2016-04-13
8844,3372868164,2016-04-14
7451,3372868164,2016-04-15
6905,3372868164,2016-04-16
8199,3372868164,2016-04-17
6798,3372868164,2016-04-18
7711,3372868164,2016-04-19
4880,3372868164,2016-04-20
8857,3372868164,2016-04-21
3843,3372868164,2016-04-22
7396,3372868164,2016-04-23
6731,3372868164,2016-04-24
5995,3372868164,2016-04-25
8283,3372868164,2016-04-26
7904,3372868164,2016-04-27
5512,3372868164,2016-04-28
9135,3372868164,2016-04-29
5250,3372868164,2016-04-30
3077,3372868164,2016-05-01
8856,3977333714,2016-04-12
10035,3977333714,2016-04-13
7641,3977333714,2016-04-14
9010,3977333714,2016-04-15
13459,3977333714,2016-04-16
10415,3977333714,2016-04-17
11663,3977333714,2016-04-18
12414,3977333714,2016-04-19
11658,3977333714,2016-04-20
6093,3977333714,2016-04-21
8911,3977333714,2016-04-22
12058,3977333714,2016-04-23
14112,3977333714,2016-04-24
11177,3977333714,2016-04-25
11388,3977333714,2016-04-26
7193,3977333714,2016-04-27
7114,3977333714,2016-04-28
10645,3977333714,2016-04-29
13238,3977333714,2016-04-30
10414,3977333714,2016-05-01
16520,3977333714,2016-05-02
14335,3977333714,2016-05-03
13559,3977333714,2016-05-04
12312,3977333714,2016-05-05
11677,3977333714,2016-05-06
11550,3977333714,2016-05-07
13585,3977333714,2016-05-08
14687,3977333714,2016-05-09
13072,3977333714,2016-05-10
746,3977333714,2016-05-11
8539,4020332650,2016-04-12
0,4020332650,2016-04-13
108,4020332650,2016-04-14
1882,4020332650,2016-04-15
1982,4020332650,2016-04-16
16,4020332650,2016-04-17
62,4020332650,2016-04-18
0,4020332650,2016-04-19
0,4020332650,2016-04-20
0,4020332650,2016-04-21
0,4020332650,2016-04-22
0,4020332650,2016-04-23
0,4020332650,2016-04-24
0,4020332650,2016-04-25
0,4020332650,2016-04-26
0,4020332650,2016-04-27
0,4020332650,2016-04-28
0,4020332650,2016-04-29
0,4020332650,2016-04-30
0,4020332650,2016-05-01
475,4020332650,2016-05-02
4496,4020332650,2016-05-03
10252,4020332650,2016-05-04
11728,4020332650,2016-05-05
4369,4020332650,2016-05-06
6132,4020332650,2016-05-07
5862,4020332650,2016-05-08
4556,4020332650,2016-05-09
5546,4020332650,2016-05-10
3689,4020332650,2016-05-11
590,4020332650,2016-05-12
5394,4057192912,2016-04-12
5974,4057192912,2016-04-13
0,4057192912,2016-04-14
3984,4057192912,2016-04-15
7753,4319703577,2016-04-12
8204,4319703577,2016-04-13
10210,4319703577,2016-04-14
5664,4319703577,2016-04-15
4744,4319703577,2016-04-16
29,4319703577,2016-04-17
2276,4319703577,2016-04-18
8925,4319703577,2016-04-19
8954,4319703577,2016-04-20
3702,4319703577,2016-04-21
4500,4319703577,2016-04-22
4935,4319703577,2016-04-23
4081,4319703577,2016-04-24
9259,4319703577,2016-04-25
9899,4319703577,2016-04-26
10780,4319703577,2016-04-27
10817,4319703577,2016-04-28
7990,4319703577,2016-04-29
8221,4319703577,2016-04-30
1251,4319703577,2016-05-01
9261,4319703577,2016-05-02
9648,4319703577,2016-05-03
10429,4319703577,2016-05-04
13658,4319703577,2016-05-05
9524,4319703577,2016-05-06
7937,4319703577,2016-05-07
3672,4319703577,2016-05-08
10378,4319703577,2016-05-09
9487,4319703577,2016-05-10
9129,4319703577,2016-05-11
17,4319703577,2016-05-12
10122,4388161847,2016-04-12
10993,4388161847,2016-04-13
8863,4388161847,2016-04-14
8758,4388161847,2016-04-15
6580,4388161847,2016-04-16
4660,4388161847,2016-04-17
11009,4388161847,2016-04-18
10181,4388161847,2016-04-19
10553,4388161847,2016-04-20
10055,4388161847,2016-04-21
12139,4388161847,2016-04-22
13236,4388161847,2016-04-23
10243,4388161847,2016-04-24
12961,4388161847,2016-04-25
9461,4388161847,2016-04-26
11193,4388161847,2016-04-27
10074,4388161847,2016-04-28
9232,4388161847,2016-04-29
12533,4388161847,2016-04-30
10255,4388161847,2016-05-01
10096,4388161847,2016-05-02
12727,4388161847,2016-05-03
12375,4388161847,2016-05-04
9603,4388161847,2016-05-05
13175,4388161847,2016-05-06
22770,4388161847,2016-05-07
17298,4388161847,2016-05-08
10218,4388161847,2016-05-09
10299,4388161847,2016-05-10
10201,4388161847,2016-05-11
3369,4388161847,2016-05-12
3276,4445114986,2016-04-12
2961,4445114986,2016-04-13
3974,4445114986,2016-04-14
7198,4445114986,2016-04-15
3945,4445114986,2016-04-16
2268,4445114986,2016-04-17
6155,4445114986,2016-04-18
2064,4445114986,2016-04-19
2072,4445114986,2016-04-20
3809,4445114986,2016-04-21
6831,4445114986,2016-04-22
4363,4445114986,2016-04-23
5002,4445114986,2016-04-24
3385,4445114986,2016-04-25
6326,4445114986,2016-04-26
7243,4445114986,2016-04-27
4493,4445114986,2016-04-28
4676,4445114986,2016-04-29
6222,4445114986,2016-04-30
5232,4445114986,2016-05-01
6910,4445114986,2016-05-02
7502,4445114986,2016-05-03
2923,4445114986,2016-05-04
3800,4445114986,2016-05-05
4514,4445114986,2016-05-06
5183,4445114986,2016-05-07
7303,4445114986,2016-05-08
5275,4445114986,2016-05-09
3915,4445114986,2016-05-10
9105,4445114986,2016-05-11
768,4445114986,2016-05-12
5135,4558609924,2016-04-12
4978,4558609924,2016-04-13
6799,4558609924,2016-04-14
7795,4558609924,2016-04-15
7289,4558609924,2016-04-16
9634,4558609924,2016-04-17
8940,4558609924,2016-04-18
5401,4558609924,2016-04-19
4803,4558609924,2016-04-20
13743,4558609924,2016-04-21
9601,4558609924,2016-04-22
6890,4558609924,2016-04-23
8563,4558609924,2016-04-24
8095,4558609924,2016-04-25
9148,4558609924,2016-04-26
9557,4558609924,2016-04-27
9451,4558609924,2016-04-28
7833,4558609924,2016-04-29
10319,4558609924,2016-04-30
3428,4558609924,2016-05-01
7891,4558609924,2016-05-02
5267,4558609924,2016-05-03
5232,4558609924,2016-05-04
10611,4558609924,2016-05-05
3755,4558609924,2016-05-06
8237,4558609924,2016-05-07
6543,4558609924,2016-05-08
11451,4558609924,2016-05-09
6435,4558609924,2016-05-10
9108,4558609924,2016-05-11
6307,4558609924,2016-05-12
7213,4702921684,2016-04-12
6877,4702921684,2016-04-13
7860,4702921684,2016-04-14
6506,4702921684,2016-04-15
11140,4702921684,2016-04-16
12692,4702921684,2016-04-17
9105,4702921684,2016-04-18
6708,4702921684,2016-04-19
8793,4702921684,2016-04-20
6530,4702921684,2016-04-21
1664,4702921684,2016-04-22
15126,4702921684,2016-04-23
15050,4702921684,2016-04-24
9167,4702921684,2016-04-25
6108,4702921684,2016-04-26
7047,4702921684,2016-04-27
9023,4702921684,2016-04-28
9930,4702921684,2016-04-29
10144,4702921684,2016-04-30
0,4702921684,2016-05-01
7245,4702921684,2016-05-02
9454,4702921684,2016-05-03
8161,4702921684,2016-05-04
8614,4702921684,2016-05-05
6943,4702921684,2016-05-06
14370,4702921684,2016-05-07
12857,4702921684,2016-05-08
8232,4702921684,2016-05-09
10613,4702921684,2016-05-10
9810,4702921684,2016-05-11
2752,4702921684,2016-05-12
11596,5553957443,2016-04-12
4832,5553957443,2016-04-13
17022,5553957443,2016-04-14
16556,5553957443,2016-04-15
5771,5553957443,2016-04-16
655,5553957443,2016-04-17
3727,5553957443,2016-04-18
15482,5553957443,2016-04-19
2713,5553957443,2016-04-20
12346,5553957443,2016-04-21
11682,5553957443,2016-04-22
4112,5553957443,2016-04-23
1807,5553957443,2016-04-24
10946,5553957443,2016-04-25
11886,5553957443,2016-04-26
10538,5553957443,2016-04-27
11393,5553957443,2016-04-28
12764,5553957443,2016-04-29
1202,5553957443,2016-04-30
5164,5553957443,2016-05-01
9769,5553957443,2016-05-02
12848,5553957443,2016-05-03
4249,5553957443,2016-05-04
14331,5553957443,2016-05-05
9632,5553957443,2016-05-06
1868,5553957443,2016-05-07
6083,5553957443,2016-05-08
11611,5553957443,2016-05-09
16358,5553957443,2016-05-10
4926,5553957443,2016-05-11
3121,5553957443,2016-05-12
8135,5577150313,2016-04-12
5077,5577150313,2016-04-13
8596,5577150313,2016-04-14
12087,5577150313,2016-04-15
14269,5577150313,2016-04-16
12231,5577150313,2016-04-17
9893,5577150313,2016-04-18
12574,5577150313,2016-04-19
8330,5577150313,2016-04-20
10830,5577150313,2016-04-21
9172,5577150313,2016-04-22
7638,5577150313,2016-04-23
15764,5577150313,2016-04-24
6393,5577150313,2016-04-25
5325,5577150313,2016-04-26
6805,5577150313,2016-04-27
9841,5577150313,2016-04-28
7924,5577150313,2016-04-29
12363,5577150313,2016-04-30
13368,5577150313,2016-05-01
7439,5577150313,2016-05-02
11045,5577150313,2016-05-03
5206,5577150313,2016-05-04
7550,5577150313,2016-05-05
4950,5577150313,2016-05-06
0,5577150313,2016-05-07
0,5577150313,2016-05-08
3421,5577150313,2016-05-09
8869,5577150313,2016-05-10
4038,5577150313,2016-05-11
0,6117666160,2016-04-12
0,6117666160,2016-04-13
0,6117666160,2016-04-14
14019,6117666160,2016-04-15
14450,6117666160,2016-04-16
7150,6117666160,2016-04-17
5153,6117666160,2016-04-18
11135,6117666160,2016-04-19
10449,6117666160,2016-04-20
19542,6117666160,2016-04-21
8206,6117666160,2016-04-22
11495,6117666160,2016-04-23
7623,6117666160,2016-04-24
0,6117666160,2016-04-25
9543,6117666160,2016-04-26
9411,6117666160,2016-04-27
3403,6117666160,2016-04-28
9592,6117666160,2016-04-29
6987,6117666160,2016-04-30
8915,6117666160,2016-05-01
4933,6117666160,2016-05-02
0,6117666160,2016-05-03
2997,6117666160,2016-05-04
9799,6117666160,2016-05-05
3365,6117666160,2016-05-06
7336,6117666160,2016-05-07
7328,6117666160,2016-05-08
4477,6117666160,2016-05-09
4562,6290855005,2016-04-12
7142,6290855005,2016-04-13
7671,6290855005,2016-04-14
9501,6290855005,2016-04-15
8301,6290855005,2016-04-16
7851,6290855005,2016-04-17
6885,6290855005,2016-04-18
7142,6290855005,2016-04-19
6361,6290855005,2016-04-20
0,6290855005,2016-04-21
6238,6290855005,2016-04-22
0,6290855005,2016-04-23
5896,6290855005,2016-04-24
7802,6290855005,2016-04-25
0,6290855005,2016-04-26
5565,6290855005,2016-04-27
5731,6290855005,2016-04-28
0,6290855005,2016-04-29
6744,6290855005,2016-04-30
9837,6290855005,2016-05-01
6781,6290855005,2016-05-02
6047,6290855005,2016-05-03
5832,6290855005,2016-05-04
6339,6290855005,2016-05-05
6116,6290855005,2016-05-06
5510,6290855005,2016-05-07
7706,6290855005,2016-05-08
6277,6290855005,2016-05-09
0,6290855005,2016-05-10
0,6775888955,2016-04-12
4053,6775888955,2016-04-13
5162,6775888955,2016-04-14
1282,6775888955,2016-04-15
4732,6775888955,2016-04-16
2497,6775888955,2016-04-17
8294,6775888955,2016-04-18
0,6775888955,2016-04-19
10771,6775888955,2016-04-20
0,6775888955,2016-04-21
637,6775888955,2016-04-22
0,6775888955,2016-04-23
2153,6775888955,2016-04-24
6474,6775888955,2016-04-25
7091,6775888955,2016-04-26
0,6775888955,2016-04-27
703,6775888955,2016-04-28
0,6775888955,2016-04-29
2503,6775888955,2016-04-30
2487,6775888955,2016-05-01
0,6775888955,2016-05-02
9,6775888955,2016-05-03
0,6775888955,2016-05-04
0,6775888955,2016-05-05
4697,6775888955,2016-05-06
1967,6775888955,2016-05-07
10199,6962181067,2016-04-12
5652,6962181067,2016-04-13
1551,6962181067,2016-04-14
5563,6962181067,2016-04-15
13217,6962181067,2016-04-16
10145,6962181067,2016-04-17
11404,6962181067,2016-04-18
10742,6962181067,2016-04-19
13928,6962181067,2016-04-20
11835,6962181067,2016-04-21
10725,6962181067,2016-04-22
20031,6962181067,2016-04-23
5029,6962181067,2016-04-24
13239,6962181067,2016-04-25
10433,6962181067,2016-04-26
10320,6962181067,2016-04-27
12627,6962181067,2016-04-28
10762,6962181067,2016-04-29
10081,6962181067,2016-04-30
5454,6962181067,2016-05-01
12912,6962181067,2016-05-02
12109,6962181067,2016-05-03
10147,6962181067,2016-05-04
10524,6962181067,2016-05-05
5908,6962181067,2016-05-06
6815,6962181067,2016-05-07
4188,6962181067,2016-05-08
12342,6962181067,2016-05-09
15448,6962181067,2016-05-10
6722,6962181067,2016-05-11
3587,6962181067,2016-05-12
14172,7007744171,2016-04-12
12862,7007744171,2016-04-13
11179,7007744171,2016-04-14
5273,7007744171,2016-04-15
4631,7007744171,2016-04-16
8059,7007744171,2016-04-17
14816,7007744171,2016-04-18
14194,7007744171,2016-04-19
15566,7007744171,2016-04-20
13744,7007744171,2016-04-21
15299,7007744171,2016-04-22
8093,7007744171,2016-04-23
11085,7007744171,2016-04-24
18229,7007744171,2016-04-25
15090,7007744171,2016-04-26
13541,7007744171,2016-04-27
15128,7007744171,2016-04-28
20067,7007744171,2016-04-29
3761,7007744171,2016-04-30
5600,7007744171,2016-05-01
13041,7007744171,2016-05-02
14510,7007744171,2016-05-03
0,7007744171,2016-05-04
15010,7007744171,2016-05-05
11459,7007744171,2016-05-06
0,7007744171,2016-05-07
11317,7086361926,2016-04-12
5813,7086361926,2016-04-13
9123,7086361926,2016-04-14
8585,7086361926,2016-04-15
31,7086361926,2016-04-16
0,7086361926,2016-04-17
9827,7086361926,2016-04-18
10688,7086361926,2016-04-19
14365,7086361926,2016-04-20
9469,7086361926,2016-04-21
9753,7086361926,2016-04-22
2817,7086361926,2016-04-23
3520,7086361926,2016-04-24
10091,7086361926,2016-04-25
10387,7086361926,2016-04-26
11107,7086361926,2016-04-27
11584,7086361926,2016-04-28
7881,7086361926,2016-04-29
14560,7086361926,2016-04-30
12390,7086361926,2016-05-01
10052,7086361926,2016-05-02
10288,7086361926,2016-05-03
10988,7086361926,2016-05-04
8564,7086361926,2016-05-05
12461,7086361926,2016-05-06
12827,7086361926,2016-05-07
10677,7086361926,2016-05-08
13566,7086361926,2016-05-09
14433,7086361926,2016-05-10
9572,7086361926,2016-05-11
3789,7086361926,2016-05-12
18060,8053475328,2016-04-12
16433,8053475328,2016-04-13
20159,8053475328,2016-04-14
20669,8053475328,2016-04-15
14549,8053475328,2016-04-16
18827,8053475328,2016-04-17
17076,8053475328,2016-04-18
15929,8053475328,2016-04-19
15108,8053475328,2016-04-20
16057,8053475328,2016-04-21
10520,8053475328,2016-04-22
22359,8053475328,2016-04-23
22988,8053475328,2016-04-24
20500,8053475328,2016-04-25
12685,8053475328,2016-04-26
12422,8053475328,2016-04-27
15447,8053475328,2016-04-28
12315,8053475328,2016-04-29
7135,8053475328,2016-04-30
1170,8053475328,2016-05-01
1969,8053475328,2016-05-02
15484,8053475328,2016-05-03
14581,8053475328,2016-05-04
14990,8053475328,2016-05-05
13953,8053475328,2016-05-06
19769,8053475328,2016-05-07
22026,8053475328,2016-05-08
12465,8053475328,2016-05-09
14810,8053475328,2016-05-10
12209,8053475328,2016-05-11
4998,8053475328,2016-05-12
9033,8253242879,2016-04-12
8053,8253242879,2016-04-13
5234,8253242879,2016-04-14
2672,8253242879,2016-04-15
9256,8253242879,2016-04-16
10204,8253242879,2016-04-17
5151,8253242879,2016-04-18
4212,8253242879,2016-04-19
6466,8253242879,2016-04-20
11268,8253242879,2016-04-21
2824,8253242879,2016-04-22
9282,8253242879,2016-04-23
8905,8253242879,2016-04-24
6829,8253242879,2016-04-25
4562,8253242879,2016-04-26
10232,8253242879,2016-04-27
2718,8253242879,2016-04-28
6260,8253242879,2016-04-29
0,8253242879,2016-04-30
7626,8378563200,2016-04-12
12386,8378563200,2016-04-13
13318,8378563200,2016-04-14
14461,8378563200,2016-04-15
11207,8378563200,2016-04-16
2132,8378563200,2016-04-17
13630,8378563200,2016-04-18
13070,8378563200,2016-04-19
9388,8378563200,2016-04-20
15148,8378563200,2016-04-21
12200,8378563200,2016-04-22
5709,8378563200,2016-04-23
3703,8378563200,2016-04-24
12405,8378563200,2016-04-25
16208,8378563200,2016-04-26
7359,8378563200,2016-04-27
5417,8378563200,2016-04-28
6175,8378563200,2016-04-29
2946,8378563200,2016-04-30
11419,8378563200,2016-05-01
6064,8378563200,2016-05-02
8712,8378563200,2016-05-03
7875,8378563200,2016-05-04
8567,8378563200,2016-05-05
7045,8378563200,2016-05-06
4468,8378563200,2016-05-07
2943,8378563200,2016-05-08
8382,8378563200,2016-05-09
6582,8378563200,2016-05-10
9143,8378563200,2016-05-11
4561,8378563200,2016-05-12
5014,8583815059,2016-04-12
5571,8583815059,2016-04-13
3135,8583815059,2016-04-14
3430,8583815059,2016-04-15
5319,8583815059,2016-04-16
3008,8583815059,2016-04-17
3864,8583815059,2016-04-18
5697,8583815059,2016-04-19
5273,8583815059,2016-04-20
8538,8583815059,2016-04-21
8687,8583815059,2016-04-22
9423,8583815059,2016-04-23
8286,8583815059,2016-04-24
4503,8583815059,2016-04-25
10499,8583815059,2016-04-26
12474,8583815059,2016-04-27
6174,8583815059,2016-04-28
15168,8583815059,2016-04-29
10085,8583815059,2016-04-30
4512,8583815059,2016-05-01
8469,8583815059,2016-05-02
12015,8583815059,2016-05-03
3588,8583815059,2016-05-04
12427,8583815059,2016-05-05
5843,8583815059,2016-05-06
6117,8583815059,2016-05-07
9217,8583815059,2016-05-08
9877,8583815059,2016-05-09
8240,8583815059,2016-05-10
8701,8583815059,2016-05-11
0,8583815059,2016-05-12
2564,8792009665,2016-04-12
1320,8792009665,2016-04-13
1219,8792009665,2016-04-14
2483,8792009665,2016-04-15
244,8792009665,2016-04-16
0,8792009665,2016-04-17
0,8792009665,2016-04-18
0,8792009665,2016-04-19
3147,8792009665,2016-04-20
144,8792009665,2016-04-21
4068,8792009665,2016-04-22
5245,8792009665,2016-04-23
400,8792009665,2016-04-24
0,8792009665,2016-04-25
1321,8792009665,2016-04-26
1758,8792009665,2016-04-27
6157,8792009665,2016-04-28
8360,8792009665,2016-04-29
7174,8792009665,2016-04-30
1619,8792009665,2016-05-01
1831,8792009665,2016-05-02
2421,8792009665,2016-05-03
2283,8792009665,2016-05-04
0,8792009665,2016-05-05
0,8792009665,2016-05-06
0,8792009665,2016-05-07
0,8792009665,2016-05-08
0,8792009665,2016-05-09
0,8792009665,2016-05-10
23186,8877689391,2016-04-12
15337,8877689391,2016-04-13
21129,8877689391,2016-04-14
13422,8877689391,2016-04-15
29326,8877689391,2016-04-16
15118,8877689391,2016-04-17
11423,8877689391,2016-04-18
18785,8877689391,2016-04-19
19948,8877689391,2016-04-20
19377,8877689391,2016-04-21
18258,8877689391,2016-04-22
11200,8877689391,2016-04-23
16674,8877689391,2016-04-24
12986,8877689391,2016-04-25
11101,8877689391,2016-04-26
23629,8877689391,2016-04-27
14890,8877689391,2016-04-28
9733,8877689391,2016-04-29
27745,8877689391,2016-04-30
10930,8877689391,2016-05-01
4790,8877689391,2016-05-02
10818,8877689391,2016-05-03
18193,8877689391,2016-05-04
14055,8877689391,2016-05-05
21727,8877689391,2016-05-06
12332,8877689391,2016-05-07
10686,8877689391,2016-05-08
20226,8877689391,2016-05-09
10733,8877689391,2016-05-10
