id,total_sleep_records,sueño_continuo
5577150313,1,Continuo
5577150313,1,Continuo
5577150313,1,Continuo
5577150313,1,Continuo
6117666160,1,Continuo
6117666160,2,Interrumpido
6117666160,2,Interrumpido
6117666160,1,Continuo
6117666160,1,Continuo
6117666160,1,Continuo
6117666160,1,Continuo
6117666160,1,Continuo
6117666160,1,Continuo
6117666160,1,Continuo
6117666160,1,Continuo
6117666160,1,Continuo
6117666160,1,Continuo
6117666160,1,Continuo
6117666160,2,Interrumpido
6117666160,2,Interrumpido
6117666160,1,Continuo
6117666160,1,Continuo
6775888955,1,Continuo
6775888955,1,Continuo
6775888955,1,Continuo
6962181067,1,Continuo
6962181067,3,Interrumpido
6962181067,2,Interrumpido
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
6962181067,1,Continuo
7007744171,1,Continuo
7007744171,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
7086361926,1,Continuo
8053475328,1,Continuo
8053475328,1,Continuo
8053475328,1,Continuo
8378563200,1,Continuo
8378563200,2,Interrumpido
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,2,Interrumpido
8378563200,2,Interrumpido
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,2,Interrumpido
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8378563200,1,Continuo
8792009665,1,Continuo
8792009665,1,Continuo
8792009665,1,Continuo
8792009665,1,Continuo
8792009665,1,Continuo
8792009665,1,Continuo
8792009665,1,Continuo
8792009665,1,Continuo
8792009665,1,Continuo
8792009665,1,Continuo
8792009665,1,Continuo
8792009665,1,Continuo
8792009665,1,Continuo
8792009665,1,Continuo
8792009665,1,Continuo
